Date,Department,Units_Produced,Defects,Cycle_Time,Downtime,Expected_Output,Ideal_Cycle_Time
2025-06-17,Painting,112,4,10.61,57.39,48,10
2025-06-17,Packaging,167,8,6.16,9.6,96,5
2025-06-18,Assembly,111,3,10.2,12.68,60,8
2025-06-18,Painting,105,10,13.1,78.02,48,10
2025-06-18,Packaging,182,2,7.82,23.01,96,5
2025-06-19,Assembly,188,1,10.42,90.51,60,8
2025-06-19,Painting,130,7,11.49,51.64,48,10
2025-06-19,Packaging,108,2,5.37,93.92,96,5
2025-06-20,Assembly,106,0,10.55,119.6,60,8
2025-06-20,Painting,116,4,13.08,36.75,48,10
2025-06-20,Packaging,151,3,7.64,51.13,96,5
2025-06-21,Assembly,162,4,12.43,53.97,60,8
2025-06-21,Painting,198,6,12.63,57.8,48,10
2025-06-21,Packaging,170,4,6.94,115.66,96,5
2025-06-22,Assembly,154,1,8.67,50.23,60,8
2025-06-22,Painting,178,4,13.8,16.45,48,10
2025-06-22,Packaging,138,4,6.08,1.45,96,5
2025-06-23,Assembly,184,4,12.01,115.15,60,8
2025-06-23,Painting,135,0,10.55,65.76,48,10
2025-06-23,Packaging,162,4,9.22,11.77,96,5
2025-06-24,Assembly,125,3,12.32,29.22,60,8
2025-06-24,Painting,181,7,14.05,73.69,48,10
2025-06-24,Packaging,128,5,6.96,114.75,96,5
2025-06-25,Assembly,163,0,11.29,113.14,60,8
2025-06-25,Painting,101,0,14.2,4.61,48,10
2025-06-25,Packaging,159,7,7.31,76.46,96,5
2025-06-26,Assembly,133,7,12.48,76.4,60,8
2025-06-26,Painting,178,0,10.33,62.21,48,10
2025-06-26,Packaging,182,4,8.69,61.47,96,5
2025-06-27,Assembly,200,7,8.21,10.18,60,8
2025-06-27,Painting,142,0,10.36,8.55,48,10
2025-06-27,Packaging,123,0,9.78,88.5,96,5
2025-06-28,Assembly,157,3,9.75,92.96,60,8
2025-06-28,Painting,106,2,10.93,20.89,48,10
2025-06-28,Packaging,104,4,8.3,91.72,96,5
2025-06-29,Assembly,163,9,8.1,9.86,60,8
2025-06-29,Painting,191,0,11.48,92.31,48,10
2025-06-29,Packaging,124,8,6.91,24.68,96,5
2025-06-30,Assembly,148,3,11.08,92.96,60,8
2025-06-30,Painting,140,8,12.65,5.03,48,10
2025-06-30,Packaging,109,4,5.63,56.92,96,5
2025-07-01,Assembly,101,5,10.43,110.44,60,8
2025-07-01,Painting,115,1,10.64,40.59,48,10
2025-07-01,Packaging,139,1,6.12,44.66,96,5
2025-07-02,Assembly,158,9,11.06,113.17,60,8
2025-07-02,Painting,129,3,10.61,23.7,48,10
2025-07-02,Packaging,145,0,8.23,34.31,96,5
2025-07-03,Assembly,131,6,12.4,31.01,60,8
2025-07-03,Painting,146,1,13.18,26.53,48,10
2025-07-03,Packaging,107,7,7.79,21.67,96,5
2025-07-04,Assembly,195,10,9.6,90.38,60,8
2025-07-04,Painting,188,5,12.7,87.35,48,10
2025-07-04,Packaging,101,4,8.63,98.13,96,5
2025-07-05,Assembly,194,2,8.75,41.09,60,8
2025-07-05,Painting,121,10,13.79,89.21,48,10
2025-07-05,Packaging,102,5,7.83,82.67,96,5
2025-07-06,Assembly,138,8,11.81,19.21,60,8
2025-07-06,Painting,157,7,11.23,87.18,48,10
2025-07-06,Packaging,164,3,5.5,48.18,96,5
2025-07-07,Assembly,197,10,9.55,89.08,60,8
2025-07-07,Painting,145,6,13.07,82.55,48,10
2025-07-07,Packaging,112,8,7.77,0.63,96,5
2025-07-08,Assembly,189,9,8.18,89.49,60,8
2025-07-08,Painting,113,8,14.79,44.15,48,10
2025-07-08,Packaging,174,2,9.21,56.44,96,5
2025-07-09,Assembly,182,4,8.62,46.25,60,8
2025-07-09,Painting,103,3,13.9,26.07,48,10
2025-07-09,Packaging,125,4,8.32,0.23,96,5
2025-07-10,Assembly,120,9,11.1,42.66,60,8
2025-07-10,Painting,156,3,12.01,104.91,48,10
2025-07-10,Packaging,192,2,5.32,69.6,96,5
2025-07-11,Assembly,154,3,10.8,72.42,60,8
2025-07-11,Painting,133,1,13.01,2.75,48,10
2025-07-11,Packaging,118,0,8.18,17.88,96,5
2025-07-12,Assembly,123,9,11.54,94.63,60,8
2025-07-12,Painting,163,2,12.2,17.69,48,10
2025-07-12,Packaging,154,0,7.17,10.63,96,5
2025-07-13,Assembly,191,10,11.83,88.03,60,8
2025-07-13,Painting,144,0,12.11,76.34,48,10
2025-07-13,Packaging,146,10,8.43,118.94,96,5
2025-07-14,Assembly,174,6,10.86,70.53,60,8
2025-07-14,Painting,160,9,11.67,3.14,48,10
2025-07-14,Packaging,193,5,6.37,62.17,96,5
2025-07-15,Assembly,150,4,8.28,102.33,60,8
2025-07-15,Painting,125,2,11.88,55.41,48,10
2025-07-15,Packaging,183,0,7.18,112.48,96,5
2025-07-16,Assembly,199,5,11.16,5.98,60,8
2025-07-16,Painting,138,1,14.55,93.63,48,10
2025-07-16,Packaging,199,5,5.29,27.03,96,5
2025-07-17,Assembly,159,8,11.76,78.83,60,8
2025-07-17,Painting,135,4,10.34,6.85,48,10
2025-07-17,Packaging,129,5,6.31,29.64,96,5
2025-07-18,Assembly,191,7,12.87,44.54,60,8
2025-07-18,Painting,194,9,14.22,32.18,48,10
2025-07-18,Packaging,172,3,5.17,7.52,96,5
2025-07-19,Assembly,156,4,10.66,49.33,60,8
2025-07-19,Painting,106,5,14.5,2.62,48,10
2025-07-19,Packaging,174,3,5.64,105.86,96,5
2025-07-20,Assembly,120,9,12.14,94.53,60,8
2025-07-20,Painting,113,8,12.47,117.55,48,10
2025-07-20,Packaging,168,2,8.63,22.94,96,5
2025-07-21,Assembly,148,2,9.54,113.64,60,8
2025-07-21,Painting,111,8,10.92,2.64,48,10
2025-07-21,Packaging,167,9,5.44,82.05,96,5
2025-07-22,Assembly,132,0,12.9,27.29,60,8
2025-07-22,Painting,127,9,12.71,95.0,48,10
2025-07-22,Packaging,148,0,8.06,27.14,96,5
2025-07-23,Assembly,197,0,10.14,16.92,60,8
2025-07-23,Painting,121,8,13.35,55.48,48,10
2025-07-23,Packaging,150,6,7.73,7.47,96,5
2025-07-24,Assembly,139,5,12.03,55.11,60,8
2025-07-24,Painting,163,2,13.93,24.16,48,10
2025-07-24,Packaging,106,4,5.82,39.63,96,5
2025-07-25,Assembly,185,7,8.63,79.16,60,8
2025-07-25,Painting,191,10,14.73,67.22,48,10
2025-07-25,Packaging,127,9,7.79,66.3,96,5
2025-07-26,Assembly,102,7,9.41,46.89,60,8
2025-07-26,Painting,198,5,11.86,54.2,48,10
2025-07-26,Packaging,149,10,8.88,115.74,96,5
2025-07-27,Assembly,111,9,8.47,42.8,60,8
2025-07-27,Painting,140,3,11.38,37.48,48,10
2025-07-27,Packaging,108,7,7.6,53.71,96,5
2025-07-28,Assembly,169,1,9.58,102.86,60,8
2025-07-28,Painting,102,10,11.38,118.02,48,10
2025-07-28,Packaging,132,0,5.17,43.64,96,5
2025-07-29,Assembly,131,10,9.57,95.83,60,8
2025-07-29,Painting,118,8,14.02,60.62,48,10
2025-07-29,Packaging,115,0,7.09,118.09,96,5
2025-07-30,Assembly,120,1,8.83,105.83,60,8
2025-07-30,Painting,194,10,10.81,1.51,48,10
2025-07-30,Packaging,124,2,7.64,86.32,96,5
2025-07-31,Assembly,133,9,8.4,87.78,60,8
2025-07-31,Painting,160,8,14.1,64.9,48,10
2025-07-31,Packaging,182,8,7.36,98.6,96,5
2025-08-01,Assembly,172,4,9.27,98.31,60,8
2025-08-01,Painting,175,9,11.22,13.55,48,10
2025-08-01,Packaging,189,0,6.2,17.04,96,5
2025-08-02,Assembly,140,2,10.25,89.86,60,8
2025-08-02,Painting,156,6,13.1,42.28,48,10
2025-08-02,Packaging,168,10,9.22,30.48,96,5
2025-08-03,Assembly,132,3,11.7,12.76,60,8
2025-08-03,Painting,198,7,10.02,81.8,48,10
2025-08-03,Packaging,169,8,8.28,119.01,96,5
2025-08-04,Assembly,186,2,11.47,61.52,60,8
2025-08-04,Painting,137,4,10.17,36.47,48,10
2025-08-04,Packaging,145,3,9.69,104.54,96,5
2025-08-05,Assembly,138,8,11.94,79.8,60,8
2025-08-05,Painting,181,2,14.54,80.49,48,10
2025-08-05,Packaging,122,10,5.55,53.65,96,5
2025-08-06,Assembly,137,3,9.91,15.46,60,8
2025-08-06,Painting,118,10,12.11,5.04,48,10
2025-08-06,Packaging,187,9,9.83,15.29,96,5
2025-08-07,Assembly,182,2,12.13,83.92,60,8
2025-08-07,Painting,127,3,14.91,74.56,48,10
2025-08-07,Packaging,172,10,8.14,63.92,96,5
2025-08-08,Assembly,118,3,8.56,84.44,60,8
2025-08-08,Painting,160,3,10.48,29.03,48,10
2025-08-08,Packaging,163,0,7.34,36.15,96,5
2025-08-09,Assembly,174,4,9.49,35.99,60,8
2025-08-09,Painting,193,8,10.24,108.35,48,10
2025-08-09,Packaging,107,1,8.34,71.19,96,5
2025-08-10,Assembly,140,7,8.93,9.48,60,8
2025-08-10,Painting,192,0,11.43,51.5,48,10
2025-08-10,Packaging,110,1,7.87,79.06,96,5
2025-08-11,Assembly,147,3,9.1,58.6,60,8
2025-08-11,Painting,172,8,13.35,99.51,48,10
2025-08-11,Packaging,187,0,5.13,83.33,96,5
2025-08-12,Assembly,139,5,10.17,92.87,60,8
2025-08-12,Painting,118,9,10.82,20.47,48,10
2025-08-12,Packaging,120,2,7.23,94.66,96,5
2025-08-13,Assembly,150,3,11.38,15.8,60,8
2025-08-13,Painting,103,5,13.93,116.49,48,10
2025-08-13,Packaging,165,7,8.0,89.23,96,5
2025-08-14,Assembly,100,7,11.17,8.51,60,8
2025-08-14,Painting,124,1,11.81,56.7,48,10
2025-08-14,Packaging,189,10,5.7,33.22,96,5
2025-08-15,Assembly,164,8,9.66,57.84,60,8
2025-08-15,Painting,139,2,12.24,56.91,48,10
2025-08-15,Packaging,148,5,9.27,5.94,96,5
2025-08-16,Assembly,107,10,12.22,34.19,60,8
2025-08-16,Painting,138,4,12.19,26.22,48,10
2025-08-16,Packaging,153,8,6.99,10.45,96,5
2025-08-17,Assembly,140,0,8.57,41.43,60,8
2025-08-17,Painting,138,6,14.37,59.23,48,10
2025-08-17,Packaging,110,2,7.25,111.53,96,5
2025-08-18,Assembly,144,0,9.95,87.58,60,8
2025-08-18,Painting,171,7,13.35,30.98,48,10
2025-08-18,Packaging,160,0,9.12,114.61,96,5
2025-08-19,Assembly,168,7,12.31,0.25,60,8
2025-08-19,Painting,129,6,10.2,104.59,48,10
2025-08-19,Packaging,117,1,8.33,96.04,96,5
2025-08-20,Assembly,135,1,8.46,71.56,60,8
2025-08-20,Painting,139,3,14.5,48.51,48,10
2025-08-20,Packaging,114,8,9.71,80.23,96,5
2025-08-21,Assembly,173,1,12.44,71.84,60,8
2025-08-21,Painting,113,1,10.69,13.89,48,10
2025-08-21,Packaging,138,2,8.62,14.47,96,5
2025-08-22,Assembly,101,5,12.15,118.95,60,8
2025-08-22,Painting,101,0,13.47,63.9,48,10
2025-08-22,Packaging,164,6,7.89,5.25,96,5
2025-08-23,Assembly,184,0,9.08,55.99,60,8
2025-08-23,Painting,123,8,10.34,46.49,48,10
2025-08-23,Packaging,117,3,8.36,33.05,96,5
2025-08-24,Assembly,152,5,11.94,53.57,60,8
2025-08-24,Painting,197,2,12.25,69.51,48,10
2025-08-24,Packaging,140,6,6.59,69.86,96,5
2025-08-25,Assembly,156,5,11.53,82.61,60,8
2025-08-25,Painting,138,1,10.83,51.66,48,10
2025-08-25,Packaging,167,4,9.45,41.51,96,5
2025-08-26,Assembly,119,2,8.13,77.5,60,8
2025-08-26,Painting,191,2,11.7,8.61,48,10
2025-08-26,Packaging,110,0,5.51,101.66,96,5
2025-08-27,Assembly,107,1,12.21,69.63,60,8
2025-08-27,Painting,164,3,10.84,116.64,48,10
2025-08-27,Packaging,129,7,9.89,63.83,96,5
2025-08-28,Assembly,144,3,8.5,25.06,60,8
2025-08-28,Painting,163,10,10.8,2.8,48,10
2025-08-28,Packaging,158,4,6.45,108.01,96,5
2025-08-29,Assembly,136,9,9.87,56.88,60,8
2025-08-29,Painting,105,3,14.97,65.45,48,10
2025-08-29,Packaging,128,10,9.81,46.74,96,5
2025-08-30,Assembly,195,5,10.71,18.5,60,8
2025-08-30,Painting,148,1,10.84,29.63,48,10
2025-08-30,Packaging,186,2,6.78,99.22,96,5
2025-08-31,Assembly,150,9,8.29,41.09,60,8
2025-08-31,Painting,120,10,12.79,41.67,48,10
2025-08-31,Packaging,191,7,10.0,18.06,96,5
2025-09-01,Assembly,197,10,9.04,93.89,60,8
2025-09-01,Painting,198,1,13.12,68.33,48,10
2025-09-01,Packaging,118,4,8.65,17.76,96,5
2025-09-02,Assembly,104,0,11.55,108.83,60,8
2025-09-02,Painting,163,10,14.55,86.66,48,10
2025-09-02,Packaging,144,5,5.65,94.86,96,5
2025-09-03,Assembly,191,4,11.97,33.09,60,8
2025-09-03,Painting,145,9,14.72,17.86,48,10
2025-09-03,Packaging,118,9,9.9,58.01,96,5
2025-09-04,Assembly,195,5,10.94,45.04,60,8
2025-09-04,Painting,174,0,12.81,52.95,48,10
2025-09-04,Packaging,126,10,9.59,43.47,96,5
2025-09-05,Assembly,180,2,12.47,54.72,60,8
2025-09-05,Painting,191,2,13.01,70.97,48,10
2025-09-05,Packaging,106,2,6.0,13.11,96,5
2025-09-06,Assembly,144,0,11.2,35.81,60,8
2025-09-06,Painting,171,2,11.56,30.73,48,10
2025-09-06,Packaging,168,6,5.1,57.22,96,5
2025-09-07,Assembly,192,5,11.61,83.1,60,8
2025-09-07,Painting,141,4,11.79,96.53,48,10
2025-09-07,Packaging,123,2,6.05,114.89,96,5
2025-09-08,Assembly,146,2,12.99,81.22,60,8
2025-09-08,Painting,170,6,10.22,41.01,48,10
2025-09-08,Packaging,136,0,5.35,0.68,96,5
2025-09-09,Assembly,107,4,12.11,97.1,60,8
2025-09-09,Painting,100,3,13.5,12.53,48,10
2025-09-09,Packaging,122,8,8.62,33.64,96,5
2025-09-10,Assembly,103,5,9.53,65.9,60,8
2025-09-10,Painting,113,1,10.03,12.11,48,10
2025-09-10,Packaging,115,1,5.38,60.07,96,5
2025-09-11,Assembly,115,5,8.25,8.75,60,8
2025-09-11,Painting,112,7,11.48,27.89,48,10
2025-09-11,Packaging,138,2,9.02,111.51,96,5
2025-09-12,Assembly,154,10,8.11,69.99,60,8
2025-09-12,Painting,138,0,12.74,26.31,48,10
2025-09-12,Packaging,112,4,6.07,49.93,96,5
2025-09-13,Assembly,124,5,8.94,86.37,60,8
2025-09-13,Painting,131,9,12.93,74.97,48,10
2025-09-13,Packaging,151,3,8.41,29.03,96,5
2025-09-14,Assembly,127,3,9.52,34.8,60,8
2025-09-14,Painting,129,3,10.71,93.04,48,10
2025-09-14,Packaging,181,6,5.79,105.84,96,5
2025-09-15,Assembly,197,10,9.36,48.29,60,8
2025-09-15,Painting,156,0,12.56,5.62,48,10
2025-09-15,Packaging,195,5,8.53,7.52,96,5
2025-09-16,Assembly,149,7,8.02,29.62,60,8
2025-09-16,Painting,163,10,14.13,15.59,48,10
2025-09-16,Packaging,108,10,9.33,68.62,96,5
2025-09-17,Assembly,181,2,10.17,109.19,60,8
2025-09-17,Painting,155,2,10.45,82.44,48,10
2025-09-17,Packaging,189,0,9.65,101.31,96,5
2025-09-18,Assembly,154,9,8.7,30.51,60,8
2025-09-18,Painting,112,4,14.83,91.32,48,10
2025-09-18,Packaging,116,3,8.51,35.77,96,5
2025-09-19,Assembly,120,3,11.91,77.3,60,8
2025-09-19,Painting,141,0,11.8,114.82,48,10
2025-09-19,Packaging,127,8,7.38,13.32,96,5
2025-09-20,Assembly,177,2,9.85,6.28,60,8
2025-09-20,Painting,112,1,12.76,49.9,48,10
2025-09-20,Packaging,101,8,8.29,56.67,96,5
2025-09-21,Assembly,155,5,9.08,81.34,60,8
2025-09-21,Painting,144,1,11.97,111.7,48,10
2025-09-21,Packaging,135,1,8.69,116.95,96,5
2025-09-22,Assembly,143,4,11.41,56.18,60,8
2025-09-22,Painting,164,3,10.43,5.16,48,10
2025-09-22,Packaging,112,8,9.12,93.84,96,5
2025-09-23,Assembly,152,4,11.44,29.03,60,8
2025-09-23,Painting,123,1,10.1,14.92,48,10
2025-09-23,Packaging,109,2,7.46,48.51,96,5
2025-09-24,Assembly,116,5,9.33,86.98,60,8
2025-09-24,Painting,124,3,10.21,47.72,48,10
2025-09-24,Packaging,164,3,7.27,32.07,96,5
2025-09-25,Assembly,180,7,8.66,102.86,60,8
2025-09-25,Painting,152,9,13.85,96.86,48,10
2025-09-25,Packaging,133,4,6.33,2.11,96,5
2025-09-26,Assembly,124,0,11.7,26.79,60,8
2025-09-26,Painting,156,10,13.32,65.81,48,10
2025-09-26,Packaging,199,2,5.12,107.83,96,5
2025-09-27,Assembly,196,6,11.9,54.96,60,8
2025-09-27,Painting,185,10,11.51,7.88,48,10
2025-09-27,Packaging,128,1,8.02,56.81,96,5
2025-09-28,Assembly,186,9,10.91,118.83,60,8
2025-09-28,Painting,104,7,14.96,65.34,48,10
2025-09-28,Packaging,114,5,6.83,27.05,96,5
2025-09-29,Assembly,170,9,12.48,101.66,60,8
2025-09-29,Painting,144,2,10.73,97.33,48,10
2025-09-29,Packaging,167,10,6.3,41.42,96,5
2025-09-30,Assembly,151,5,9.45,56.4,60,8
2025-09-30,Painting,146,8,13.45,82.81,48,10
2025-09-30,Packaging,104,3,8.15,53.72,96,5
2025-10-01,Assembly,153,0,12.79,63.56,60,8
2025-10-01,Painting,114,9,13.4,9.15,48,10
2025-10-01,Packaging,137,5,8.8,65.62,96,5
2025-10-02,Assembly,145,2,8.83,53.46,60,8
2025-10-02,Painting,143,10,13.37,16.44,48,10
2025-10-02,Packaging,174,1,9.27,29.04,96,5
2025-10-03,Assembly,169,8,8.98,114.17,60,8
2025-10-03,Painting,147,7,13.56,117.74,48,10
2025-10-03,Packaging,175,10,7.29,110.33,96,5
2025-10-04,Assembly,186,6,9.07,1.56,60,8
2025-10-04,Painting,105,3,14.15,87.85,48,10
2025-10-04,Packaging,197,0,9.8,62.58,96,5
2025-10-05,Assembly,165,1,11.79,19.4,60,8
2025-10-05,Painting,107,3,11.24,76.87,48,10
2025-10-05,Packaging,138,0,5.81,67.81,96,5
2025-10-06,Assembly,185,5,11.02,100.25,60,8
2025-10-06,Painting,135,4,11.88,66.24,48,10
2025-10-06,Packaging,142,4,6.11,38.6,96,5
2025-10-07,Assembly,165,6,11.64,11.45,60,8
2025-10-07,Painting,200,10,10.15,57.71,48,10
2025-10-07,Packaging,112,9,9.51,18.46,96,5
2025-10-08,Assembly,126,1,12.97,5.39,60,8
2025-10-08,Painting,192,6,11.86,47.09,48,10
2025-10-08,Packaging,193,2,5.29,53.32,96,5
2025-10-09,Assembly,189,0,11.94,30.12,60,8
2025-10-09,Painting,183,4,11.79,78.8,48,10
2025-10-09,Packaging,100,9,9.39,116.92,96,5
2025-10-10,Assembly,186,9,12.2,90.21,60,8
2025-10-10,Painting,104,9,14.78,17.78,48,10
2025-10-10,Packaging,140,3,7.91,52.39,96,5
2025-10-11,Assembly,150,4,10.58,91.05,60,8
2025-10-11,Painting,118,6,14.47,113.57,48,10
2025-10-11,Packaging,139,4,7.1,93.64,96,5
2025-10-12,Assembly,183,1,9.02,70.94,60,8
2025-10-12,Painting,140,2,12.97,3.94,48,10
2025-10-12,Packaging,190,3,6.48,105.54,96,5
2025-10-13,Assembly,100,2,8.48,99.21,60,8
2025-10-13,Painting,162,3,13.47,92.53,48,10
2025-10-13,Packaging,103,2,7.58,55.6,96,5
2025-10-14,Assembly,152,7,9.45,111.72,60,8
2025-10-14,Painting,194,4,13.83,0.0,48,10
2025-10-14,Packaging,159,5,6.81,86.78,96,5
2025-10-15,Assembly,139,6,9.02,1.21,60,8
2025-10-15,Painting,183,2,14.41,6.23,48,10
2025-10-15,Packaging,167,5,8.66,76.88,96,5
2025-10-16,Assembly,140,4,11.8,73.16,60,8
2025-10-16,Painting,129,4,13.56,98.01,48,10
2025-10-16,Packaging,177,8,6.85,108.23,96,5
2025-10-17,Assembly,199,6,9.1,91.5,60,8
2025-10-17,Painting,153,4,10.75,45.68,48,10
2025-10-17,Packaging,130,9,8.55,20.08,96,5
2025-10-18,Assembly,108,0,12.76,5.09,60,8
2025-10-18,Painting,116,3,14.75,75.86,48,10
2025-10-18,Packaging,120,4,5.51,61.66,96,5
2025-10-19,Assembly,188,2,9.85,111.95,60,8
2025-10-19,Painting,187,1,13.49,85.72,48,10
2025-10-19,Packaging,169,0,5.61,15.02,96,5
2025-10-20,Assembly,156,0,8.15,6.23,60,8
2025-10-20,Painting,172,5,11.68,117.42,48,10
2025-10-20,Packaging,102,0,8.51,87.25,96,5
2025-10-21,Assembly,146,6,10.75,37.44,60,8
2025-10-21,Painting,189,3,13.93,88.13,48,10
2025-10-21,Packaging,117,0,5.13,100.68,96,5
2025-10-22,Assembly,177,9,11.08,101.19,60,8
2025-10-22,Painting,103,7,13.52,98.06,48,10
2025-10-22,Packaging,196,0,7.7,51.55,96,5
2025-10-23,Assembly,168,10,10.41,14.22,60,8
2025-10-23,Painting,163,2,14.76,27.21,48,10
2025-10-23,Packaging,142,9,9.04,81.26,96,5
2025-10-24,Assembly,143,6,9.58,97.97,60,8
2025-10-24,Painting,156,4,10.35,37.54,48,10
2025-10-24,Packaging,166,1,9.16,108.73,96,5
2025-10-25,Assembly,181,3,11.37,6.22,60,8
2025-10-25,Painting,111,4,11.53,42.36,48,10
2025-10-25,Packaging,116,5,6.67,87.92,96,5
2025-10-26,Assembly,177,4,8.34,94.05,60,8
2025-10-26,Painting,161,1,12.16,82.25,48,10
2025-10-26,Packaging,168,10,5.28,44.87,96,5
2025-10-27,Assembly,167,0,11.21,80.58,60,8
2025-10-27,Painting,178,6,10.99,50.2,48,10
2025-10-27,Packaging,153,7,9.95,39.03,96,5
2025-10-28,Assembly,162,9,12.57,1.38,60,8
2025-10-28,Painting,161,9,10.9,116.48,48,10
2025-10-28,Packaging,168,8,8.69,84.55,96,5
2025-10-29,Assembly,140,0,9.73,47.71,60,8
2025-10-29,Painting,102,9,12.58,88.82,48,10
2025-10-29,Packaging,101,7,8.28,116.22,96,5
2025-10-30,Assembly,142,6,8.38,9.07,60,8
2025-10-30,Painting,119,10,12.15,83.5,48,10
2025-10-30,Packaging,118,3,5.46,66.41,96,5
2025-10-31,Assembly,152,1,11.52,44.79,60,8
2025-10-31,Painting,126,9,12.25,80.65,48,10
2025-10-31,Packaging,169,8,7.63,29.94,96,5
2025-11-01,Assembly,101,3,12.73,12.71,60,8
2025-11-01,Painting,109,4,14.72,88.38,48,10
2025-11-01,Packaging,147,4,6.01,70.51,96,5
2025-11-02,Assembly,197,8,8.25,75.3,60,8
2025-11-02,Painting,144,3,14.68,65.04,48,10
2025-11-02,Packaging,182,0,6.1,87.09,96,5
2025-11-03,Assembly,145,9,11.7,25.76,60,8
2025-11-03,Painting,137,0,12.49,89.14,48,10
2025-11-03,Packaging,149,2,9.45,10.12,96,5
2025-11-04,Assembly,124,3,10.17,86.81,60,8
2025-11-04,Painting,125,2,12.95,73.6,48,10
2025-11-04,Packaging,140,9,8.5,24.48,96,5
2025-11-05,Assembly,138,0,12.09,6.0,60,8
2025-11-05,Painting,151,0,11.07,32.5,48,10
2025-11-05,Packaging,147,1,5.31,55.07,96,5
2025-11-06,Assembly,166,9,10.99,71.38,60,8
2025-11-06,Painting,193,6,14.19,96.61,48,10
2025-11-06,Packaging,118,3,9.66,65.31,96,5
2025-11-07,Assembly,145,2,11.08,89.15,60,8
2025-11-07,Painting,190,7,10.34,44.53,48,10
2025-11-07,Packaging,172,5,9.0,40.03,96,5
2025-11-08,Assembly,159,0,12.48,79.98,60,8
2025-11-08,Painting,155,10,12.27,75.63,48,10
2025-11-08,Packaging,159,5,7.14,53.11,96,5
2025-11-09,Assembly,136,1,12.12,35.09,60,8
2025-11-09,Painting,110,9,10.11,36.13,48,10
2025-11-09,Packaging,106,10,7.46,111.25,96,5
2025-11-10,Assembly,178,0,11.82,49.16,60,8
2025-11-10,Painting,100,5,10.8,19.26,48,10
2025-11-10,Packaging,104,0,5.93,79.71,96,5
2025-11-11,Assembly,170,2,12.07,82.22,60,8
2025-11-11,Painting,134,3,11.45,37.18,48,10
2025-11-11,Packaging,159,10,7.58,64.27,96,5
2025-11-12,Assembly,120,9,12.14,94.72,60,8
2025-11-12,Painting,154,6,14.76,39.21,48,10
2025-11-12,Packaging,148,9,6.36,27.81,96,5
2025-11-13,Assembly,184,8,8.39,99.46,60,8
2025-11-13,Painting,138,5,12.61,95.34,48,10
2025-11-13,Packaging,186,0,6.72,55.42,96,5
2025-11-14,Assembly,129,8,8.07,35.51,60,8
2025-11-14,Painting,136,6,10.9,83.27,48,10
2025-11-14,Packaging,122,0,8.7,103.56,96,5
2025-11-15,Assembly,200,5,11.95,35.61,60,8
2025-11-15,Painting,132,0,12.07,87.89,48,10
2025-11-15,Packaging,177,9,6.77,12.64,96,5
2025-11-16,Assembly,135,1,10.6,72.93,60,8
2025-11-16,Painting,177,6,10.29,46.92,48,10
2025-11-16,Packaging,118,5,6.1,115.18,96,5
2025-11-17,Assembly,171,10,10.78,49.89,60,8
2025-11-17,Painting,161,0,12.7,83.57,48,10
2025-11-17,Packaging,146,9,5.86,60.01,96,5
2025-11-18,Assembly,112,5,10.88,2.66,60,8
2025-11-18,Painting,176,0,12.48,111.98,48,10
2025-11-18,Packaging,138,7,8.46,24.75,96,5
2025-11-19,Assembly,168,9,12.48,24.52,60,8
2025-11-19,Painting,148,6,12.1,2.17,48,10
2025-11-19,Packaging,116,10,5.35,56.91,96,5
2025-11-20,Assembly,178,4,9.11,85.76,60,8
2025-11-20,Painting,115,8,13.66,83.67,48,10
2025-11-20,Packaging,155,0,7.33,104.9,96,5
2025-11-21,Assembly,140,2,8.64,34.26,60,8
2025-11-21,Painting,170,2,14.1,48.55,48,10
2025-11-21,Packaging,114,2,5.07,49.17,96,5
2025-11-22,Assembly,156,7,8.08,33.71,60,8
2025-11-22,Painting,165,7,14.39,46.73,48,10
2025-11-22,Packaging,156,7,9.84,7.99,96,5
2025-11-23,Assembly,156,0,8.37,45.06,60,8
2025-11-23,Painting,144,5,12.17,119.66,48,10
2025-11-23,Packaging,192,2,6.1,42.06,96,5
2025-11-24,Assembly,163,7,8.34,44.35,60,8
2025-11-24,Painting,159,3,10.23,41.99,48,10
2025-11-24,Packaging,195,10,6.9,99.76,96,5
2025-11-25,Assembly,148,8,8.03,96.54,60,8
2025-11-25,Painting,160,7,12.74,7.98,48,10
2025-11-25,Packaging,107,8,7.92,93.84,96,5
2025-11-26,Assembly,144,6,11.39,91.02,60,8
2025-11-26,Painting,198,4,11.04,85.59,48,10
2025-11-26,Packaging,158,6,8.31,41.64,96,5
2025-11-27,Assembly,105,9,12.54,91.05,60,8
2025-11-27,Painting,102,4,13.27,106.7,48,10
2025-11-27,Packaging,200,4,8.16,18.78,96,5
2025-11-28,Assembly,141,10,9.35,24.27,60,8
2025-11-28,Painting,158,8,11.21,25.79,48,10
2025-11-28,Packaging,193,9,7.54,22.55,96,5
2025-11-29,Assembly,180,9,11.48,45.94,60,8
2025-11-29,Painting,189,6,13.3,95.55,48,10
2025-11-29,Packaging,161,5,7.67,76.41,96,5
2025-11-30,Assembly,166,0,10.64,99.11,60,8
2025-11-30,Painting,120,9,11.39,78.57,48,10
2025-11-30,Packaging,106,5,5.32,93.21,96,5
2025-12-01,Assembly,178,3,10.31,118.0,60,8
2025-12-01,Painting,187,3,13.87,89.74,48,10
2025-12-01,Packaging,132,7,5.16,31.15,96,5
2025-12-02,Assembly,169,4,12.44,98.92,60,8
